recipe,energie,koolhydraten,waarvan suikers,natrium,eiwit,vet,waarvan verzadigd,vezels
Gehaktballetjes in yoghurtsaus,740.0,81.0,0.0,875.0,32.0,30.0,10.0,10.0
Gehaktballetjes met saus,470.0,14.0,0.0,0.0,26.0,34.0,0.0,0.0
Gehaktballetjes met tagliatelle en paprikasaus,910.0,70.0,0.0,979.0,42.0,51.0,19.0,4.0
Gehaktballetjes op brood met spitskool,570.0,44.0,0.0,1087.0,35.0,28.0,11.0,5.0
Gehaktballetjes op spies,220.0,8.0,0.0,420.0,14.0,14.0,4.0,2.0
"Gehaktballetjes, aardappel &amp; kool",525.0,40.0,0.0,400.0,20.0,30.0,8.0,7.0
Gehaktbrood met appel en paprika,370.0,14.0,0.0,721.0,23.0,24.0,11.0,3.0
"Gehaktbrood met basilicum, paddenstoelen en spek ",475.0,21.0,0.0,985.0,30.0,29.0,11.0,5.0
Gehaktbrood met zuurkool &amp; puree,670.0,54.0,0.0,1038.0,30.0,30.0,14.0,10.0
Gehaktkorma met boontjes,735.0,92.0,0.0,305.0,26.0,28.0,14.0,8.0
Gehaktomelet in knapperig jasje,850.0,52.0,0.0,0.0,42.0,52.0,0.0,0.0
"Gehaktpie met erwten, paprika en witte bonen",890.0,91.0,0.0,2310.0,45.0,35.0,11.0,17.0
Gehaktschotel met Zwolsche stoofkruiden,725.0,58.0,0.0,960.0,34.0,39.0,19.0,9.0
Gehaktschotel met roomkaaspuree,660.0,47.0,0.0,905.0,25.0,39.0,16.0,10.0
Gehaktspies met zelfgemaakte tzatziki,275.0,4.0,0.0,200.0,21.0,19.0,6.0,1.0
Gehaktspiesen met ras el hanout &amp; yoghurtdip,350.0,4.0,0.0,540.0,17.0,29.0,11.0,2.0
Gehakttaartjes met ei en tomatensalade,585.0,47.0,0.0,640.0,29.0,30.0,8.0,5.0
Geitenkaas met cranberrycompote,490.0,33.0,0.0,1000.0,17.0,32.0,13.0,3.0
Geitenkaas-quesadilla's,620.0,62.0,0.0,860.0,24.0,28.0,10.0,13.0
Geitenkaas-truffelrol met pistache-crunch,125.0,6.0,4.0,160.0,5.0,9.0,5.0,1.0
Geitenkaasquiche met honing,720.0,40.0,0.0,725.0,20.0,53.0,27.0,3.0
Geitenkaassalade met blauwe bessen-balsamicodressing,265.0,8.0,0.0,280.0,11.0,20.0,9.0,2.0
Geitenkaassalade met croutons van mueslibrood,360.0,31.0,16.0,360.0,11.0,20.0,7.0,4.0
Geitenkaassoufflé met rode ui,365.0,16.0,0.0,0.0,16.0,26.0,0.0,0.0
Gekaramelliseerde aardbeientaartjes met balsamicoazijn &amp; gorgonzola,295.0,26.0,0.0,200.0,6.0,18.0,9.0,2.0
Gekaramelliseerde pecannoten met honing,245.0,11.0,0.0,80.0,2.0,21.0,2.0,1.0
Gekaramelliseerde radicchio met rozemarijn,90.0,10.0,0.0,15.0,1.0,5.0,1.0,1.0
Gekleurde kidswafels ,230.0,39.0,0.0,320.0,11.0,3.0,1.0,2.0
Gekookt ei met kruidendipje,210.0,1.0,0.0,85.0,8.0,19.0,4.0,0.0
Gekookt eitje met broodsoldaatjes en truffelboter,125.0,2.0,0.0,115.0,7.0,10.0,5.0,0.0
Gekookte kwarteleitjes met 2 dipjes,285.0,4.0,0.0,205.0,11.0,25.0,4.0,1.0
Gekruide côte de boeuf met Vietnamese salsa,615.0,26.0,0.0,280.0,58.0,10.0,36.0,3.0
Gekruide drumsticks met mangosalsa en noedels,815.0,69.0,0.0,620.0,41.0,41.0,6.0,5.0
"Gekruide filetlapjes met rucolapuree, bietjes en sinaasappel",680.0,54.0,0.0,280.0,43.0,43.0,14.0,10.0
Gekruide kabeljauw en verse pappardelle,820.0,82.0,0.0,200.0,50.0,30.0,13.0,11.0
Gekruide kabeljauw met boontjessalade en aardappelparten,575.0,57.0,0.0,120.0,32.0,21.0,7.0,14.0
Gekruide kippenpoten uit de oven met erwten-couscoussalade,930.0,67.0,0.0,280.0,49.0,50.0,13.0,9.0
Gekruide kippenvleugels met groenten uit de oven,745.0,79.0,0.0,325.0,39.0,29.0,7.0,7.0
Gekruide rösti &amp; wortel met een zachtgekookt eitje,855.0,55.0,0.0,920.0,24.0,58.0,10.0,10.0
"Gele curry met linzen, paprika &amp; malse kip",805.0,78.0,0.0,720.0,32.0,39.0,21.0,7.0
"Gele curry met linzen, puntpaprika &amp; kip",800.0,75.0,0.0,640.0,30.0,41.0,22.0,5.0
Gele gazpacho,245.0,42.0,0.0,0.0,7.0,3.0,0.0,0.0
Gele gazpacho met wijn en witte kaasblokjes,550.0,42.0,0.0,0.0,24.0,22.0,0.0,0.0
Gele rijst met salami en puntpaprika ,745.0,81.0,0.0,995.0,29.0,31.0,13.0,12.0
Gele-linzenspaghetti met knolselderij,485.0,48.0,0.0,160.0,20.0,21.0,2.0,12.0
Gelukskoekjes,35.0,3.0,0.0,3.0,1.0,2.0,1.0,0.0
Gemarineerde aardbeien met limoen en basilicum,40.0,9.0,0.0,3.0,1.0,0.0,0.0,1.0
Gemarineerde garnalen,155.0,1.0,0.0,565.0,9.0,13.0,2.0,0.0
Gemarineerde kip op Chinese wijze,405.0,18.0,0.0,0.0,30.0,22.0,0.0,0.0
Gemarineerde kipspiesjes met venkel-wortelgratin,610.0,54.0,0.0,745.0,34.0,26.0,9.0,10.0
Gemarineerde kipspiesjes van de BBQ met platbrood en knoflooksaus,400.0,32.0,5.0,560.0,37.0,13.0,4.0,4.0
Gemarineerde mozzarella met roodlof en haricots verts,450.0,12.0,0.0,240.0,19.0,35.0,12.0,5.0
Gemarineerde tomatensalade met basilicum en mozzarella,170.0,4.0,0.0,160.0,5.0,15.0,5.0,1.0
Gemarineerde zalm,310.0,2.0,0.0,35.0,18.0,26.0,4.0,0.0
Gemarineerde zalm en botersla,770.0,48.0,0.0,535.0,47.0,43.0,10.0,3.0
Gemarmerde choco-aardbeien,225.0,18.0,0.0,29.0,3.0,15.0,9.0,4.0
Gemarmerde chocoladecheesecake,515.0,39.0,0.0,225.0,9.0,36.0,23.0,2.0
Gemberbier,50.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0
Gemberbiercocktail,75.0,13.0,0.0,5.0,0.0,0.0,0.0,2.0
Gemberkoek-cadeautjes,90.0,14.0,0.0,107.0,1.0,3.0,2.0,0.0
Gemberolie,135.0,0.0,0.0,0.0,0.0,15.0,2.0,0.0
Gemberthee,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Gepaneerde karbonade,680.0,19.0,0.0,0.0,40.0,50.0,0.0,0.0
Gepaneerde schelvis &amp; zoete aardappel ,645.0,79.0,0.0,240.0,34.0,19.0,11.0,9.0
Gepekelde en gevlinderde kip van de barbecue,500.0,3.0,0.0,1140.0,41.0,36.0,11.0,0.0
Gepekelde kalkoen met bourbonsaus en crispy baconbits,665.0,3.0,2.0,880.0,59.0,46.0,23.0,0.0
Gepocheerd kurkuma-ei ,300.0,7.0,0.0,120.0,17.0,21.0,4.0,7.0
Gepocheerde eieren met rodewijnsaus en groene asperges ,345.0,21.0,0.0,720.0,15.0,20.0,10.0,2.0
Gepocheerde kipfilet met knolselderij,470.0,49.0,0.0,0.0,29.0,14.0,0.0,0.0
Gepofte Opperdoezers met bietjes en geitenkaas,450.0,39.0,0.0,405.0,11.0,26.0,8.0,8.0
Gepofte aardappel,230.0,36.0,0.0,35.0,4.0,7.0,4.0,4.0
Gepofte aardappel met Griekse gehaktspies,595.0,46.0,0.0,360.0,21.0,34.0,8.0,10.0
Gepofte aardappel met knoflookmayo,210.0,19.0,0.0,0.0,2.0,14.0,0.0,0.0
Gepofte aardappel met kruidenroom,400.0,39.0,0.0,0.0,8.0,23.0,0.0,0.0
Gepofte aardappel met tonijn,550.0,47.0,0.0,780.0,32.0,24.0,13.0,10.0
Gepofte aardappelen met luchtige kaastopping,270.0,30.0,0.0,440.0,11.0,11.0,8.0,3.0
Gepofte biet met geitenkaas en walnoten,675.0,55.0,0.0,375.0,24.0,37.0,10.0,14.0
Gepofte knoflooksoep met chorizo-olie,435.0,30.0,0.0,1360.0,10.0,30.0,13.0,3.0
Gepofte knolselderij met geroosterde aardappelen en sla,505.0,61.0,5.0,280.0,11.0,21.0,3.0,13.0
Gepofte paprikasalade met olijven,395.0,56.0,0.0,440.0,8.0,14.0,2.0,7.0
Gepofte uien met peterselie-ansjovisboter,120.0,4.0,0.0,235.0,1.0,11.0,7.0,1.0
Gepofte zoete aardappel met Hüttenkäse en groene salade,865.0,98.0,0.0,145.0,46.0,27.0,7.0,22.0
Gepofte zoete aardappel met Toscaanse carré,515.0,59.0,0.0,720.0,17.0,21.0,4.0,10.0
Gepofte zoete aardappel met kipdrumsticks,600.0,49.0,0.0,240.0,38.0,27.0,7.0,5.0
Gepofte zoete aardappel van de BBQ,370.0,64.0,13.0,480.0,6.0,8.0,3.0,9.0
Gepofte-knoflooksaus,125.0,3.0,0.0,95.0,1.0,12.0,1.0,0.0
Geroerbakte broccoli met sojasaus en sesam,105.0,3.0,0.0,695.0,7.0,6.0,1.0,6.0
Geroerbakte miehoen met tonijn,505.0,61.0,0.0,0.0,20.0,21.0,0.0,0.0
Geroerbakte mini watermeloen met gember en honing,180.0,16.0,0.0,385.0,7.0,9.0,4.0,3.0
Geroerbakte paksoi met kikkererwten en kabeljauw ,450.0,25.0,0.0,1260.0,33.0,21.0,3.0,12.0
Geroerbakte spinazie met knoflook &amp; hazelnoten,230.0,3.0,0.0,25.0,9.0,19.0,2.0,5.0
Geroerbakte spinazie met rode ui en knoflook,135.0,4.0,0.0,25.0,7.0,9.0,1.0,5.0
Gerookte forelpuree met dragondressing en asperges,345.0,20.0,0.0,980.0,16.0,22.0,8.0,2.0
Gerookte-makreelpie met bloemkool en korianderpuree,650.0,54.0,0.0,200.0,21.0,37.0,13.0,8.0
Gerookte-makreelpie met bloemkool en kruidige puree,920.0,62.0,0.0,515.0,32.0,58.0,22.0,9.0
Geroosterd brood &amp; radijssalade,205.0,13.0,0.0,110.0,3.0,15.0,2.0,3.0
Geroosterd brood met zuivelspread en kiwi,325.0,41.0,14.0,400.0,13.0,10.0,6.0,7.0
Geroosterd platbrood met labneh,390.0,23.0,5.0,320.0,9.0,29.0,12.0,1.0
Geroosterd roggebrood met haring in zure room,470.0,29.0,0.0,1320.0,24.0,27.0,11.0,7.0
Geroosterd witlof met biet en peer,375.0,19.0,0.0,0.0,8.0,28.0,0.0,0.0
Geroosterde 'pekingkip' met hoisinsaus,600.0,22.0,0.0,1560.0,44.0,37.0,10.0,3.0
Geroosterde Indiase aubergine met yoghurt,150.0,6.0,0.0,0.0,3.0,12.0,2.0,3.0
Geroosterde Italiaanse kip met groenten van de bakplaat,820.0,42.0,0.0,1810.0,42.0,49.0,15.0,20.0
Geroosterde aardappelen,310.0,38.0,0.0,240.0,4.0,15.0,0.6,4.0
Geroosterde aardappelen met aïoli-yoghurtdressing,645.0,56.0,0.0,1360.0,18.0,36.0,10.0,11.0
Geroosterde aardappelen uit de oven,350.0,40.0,2.0,0.0,4.0,18.0,8.0,6.0
Geroosterde aardappeltjes met gegrilde kipdij en koolsla,620.0,60.0,12.0,160.0,36.0,24.0,5.0,9.0
Geroosterde aardperen met rozemarijn,265.0,38.0,0.0,0.0,6.0,10.0,0.0,0.0
Geroosterde ananas met kaneelijs,275.0,52.0,0.0,30.0,2.0,6.0,4.0,3.0
Geroosterde aspergebroccoli met zwarte-knoflookdip,215.0,8.0,0.0,240.0,8.0,16.0,7.0,3.0
Geroosterde asperges &amp; chorizo,670.0,41.0,0.0,905.0,23.0,44.0,17.0,9.0
"Geroosterde aubergine met broccolirijst, tomaat &amp; gegrilde kip",415.0,11.0,0.0,120.0,27.0,27.0,5.0,11.0
Geroosterde aubergine met feta en couscous,650.0,50.0,14.0,440.0,18.0,40.0,15.0,8.0
Geroosterde aubergine met linzen &amp; komkommercouscous,495.0,56.0,0.0,320.0,16.0,20.0,5.0,12.0
Geroosterde aubergine met miso en rijst,570.0,86.0,23.0,1080.0,14.0,17.0,2.0,9.0
Geroosterde aubergines met sinaasappeldressing,415.0,10.0,0.0,358.0,3.0,39.0,5.0,4.0
Geroosterde aubergineschotel met mozzarella,490.0,40.0,12.0,120.0,17.0,27.0,9.0,9.0
Geroosterde balsamicobietjes,140.0,6.0,0.0,0.0,2.0,11.0,0.0,0.0
Geroosterde biet met witte kaas en tijm,285.0,19.0,0.0,320.0,6.0,19.0,5.0,6.0
Geroosterde bieten met geroosterde ricotta,310.0,14.0,0.0,240.0,8.0,23.0,8.0,6.0
Geroosterde bietensalade met geitenkaas,360.0,13.0,0.0,466.0,10.0,28.0,7.0,6.0
"Geroosterde bietensalade met venkel, kikkererwten &amp; cashewnoten",480.0,30.0,0.0,160.0,15.0,30.0,7.0,15.0
Geroosterde bloemkool,90.0,8.0,0.0,120.0,5.0,3.0,2.0,5.0
Geroosterde bloemkool met biet-tahinsaus,390.0,12.0,10.0,720.0,14.0,30.0,11.0,7.0
Geroosterde bloemkool met gnocchi en kappertjes,555.0,49.0,0.0,880.0,23.0,28.0,7.0,7.0
Geroosterde bloemkool met groentefriet en sla ,815.0,56.0,14.0,480.0,18.0,55.0,12.0,13.0
Geroosterde bloemkool met kerrie en amandel,205.0,6.0,0.0,115.0,4.0,17.0,2.0,5.0
Geroosterde bloemkool met makkelijke mole van Freddy Tratlehner,345.0,15.0,12.0,360.0,9.0,26.0,4.0,8.0
Geroosterde bloemkool met parmezaan en gremolata,260.0,8.0,7.0,560.0,16.0,17.0,9.0,5.0
Geroosterde bloemkool met tahinyoghurt van Donal Skehan,500.0,34.0,0.0,760.0,20.0,28.0,7.0,15.0
Geroosterde bloemkool met tomatensalsa,325.0,11.0,0.0,740.0,10.0,25.0,6.0,7.0
Geroosterde bloemkool met zoete-aardappelpuree,710.0,54.0,0.0,480.0,28.0,40.0,10.0,11.0
"Geroosterde bloemkool, broccoli en paprika uit de oven",240.0,10.0,8.0,320.0,6.0,18.0,3.0,6.0
Geroosterde bloemkoolsoep met wortelpeterselie &amp; kruidenolie,455.0,31.0,0.0,1200.0,7.0,32.0,5.0,7.0
Geroosterde bospeen &amp; courgette met balsamicosiroop en feta,210.0,25.0,24.0,240.0,7.0,8.0,4.0,5.0
Geroosterde broccoli met kabeljauw,475.0,27.0,3.0,720.0,39.0,20.0,3.0,14.0
Geroosterde broccoli met zoete aardappel en worst,670.0,63.0,11.0,880.0,30.0,30.0,9.0,14.0
Geroosterde courgette &amp; sjalot met tijm en oregano,185.0,15.0,0.0,5.0,5.0,11.0,2.0,3.0
Geroosterde courgettecarpaccio,250.0,5.0,0.0,320.0,7.0,22.0,5.0,1.0
Geroosterde edamame,85.0,3.0,2.0,160.0,5.0,5.0,1.0,3.0
Geroosterde flespompoen,135.0,4.0,0.0,430.0,2.0,12.0,2.0,2.0
Geroosterde garnalen,110.0,2.0,0.0,1125.0,17.0,4.0,1.0,0.0
"Geroosterde groente met aardappelpartjes, kip en sinaasappel ",510.0,41.0,7.0,120.0,27.0,24.0,5.0,10.0
Geroosterde groenten,150.0,12.0,0.0,125.0,3.0,8.0,1.0,8.0
Geroosterde groenten (bayaldi),170.0,11.0,10.0,120.0,3.0,12.0,2.0,4.0
Geroosterde groenten en ricotta uit de oven,275.0,16.0,0.0,530.0,8.0,19.0,7.0,5.0
Geroosterde groenten met gorgonzola,225.0,7.0,0.0,635.0,12.0,19.0,8.0,4.0
"Geroosterde kersen met balsamico, vanille-ijs en chocola",415.0,44.0,43.0,80.0,10.0,21.0,10.0,4.0
Geroosterde knolselderij met linzen en hazelnoten,610.0,40.0,0.0,900.0,21.0,37.0,10.0,15.0
Geroosterde knolselderijsalade &amp; mosterd-saliedressing,340.0,20.0,3.0,320.0,11.0,21.0,3.0,14.0
Geroosterde kool met ansjovis-chilicrème en hazelnoot van Hugo Kennis,440.0,7.0,7.0,560.0,8.0,40.0,19.0,7.0
Geroosterde mediterrane paprika’s met geitenkaas en linzen,450.0,46.0,24.0,280.0,22.0,16.0,9.0,16.0
Geroosterde paprika-tomatensoep en crostini met tapenade,265.0,28.0,0.0,400.0,6.0,13.0,3.0,6.0
Geroosterde peen met citroen,170.0,11.0,0.0,0.0,1.0,12.0,0.0,0.0
"Geroosterde peen, bosui en radijs",260.0,11.0,0.0,0.0,6.0,20.0,0.0,0.0
Geroosterde pompoen met Parmezaankorstje,390.0,24.0,0.0,240.0,12.0,27.0,8.0,3.0
Geroosterde pompoen met boerenkool en walnoten,345.0,8.0,4.0,120.0,7.0,31.0,4.0,4.0
Geroosterde pompoen-linzensalade met venkel &amp; ricotta,500.0,26.0,0.0,120.0,15.0,35.0,9.0,11.0
Geroosterde pompoensoep,90.0,9.0,0.0,520.0,4.0,4.0,1.0,2.0
Geroosterde prei met paprikasaus,610.0,51.0,0.0,1240.0,21.0,33.0,11.0,13.0
Geroosterde rodekool met sumak,130.0,8.0,6.0,200.0,3.0,9.0,1.0,4.0
Geroosterde schorseneren,170.0,23.0,0.0,535.0,2.0,6.0,1.0,5.0
Geroosterde spitskool,240.0,7.0,6.0,280.0,7.0,20.0,3.0,4.0
Geroosterde spitskool met miso-pindasaus,590.0,52.0,13.0,560.0,16.0,33.0,4.0,10.0
Geroosterde spitskoolsalade met garnalen en aardappeltjes,630.0,53.0,11.0,960.0,17.0,37.0,5.0,9.0
Geroosterde spruiten met druiven en blauwe kaas,220.0,10.0,6.0,120.0,7.0,16.0,5.0,4.0
Geroosterde spruiten met kriel &amp; pecannoten,580.0,40.0,0.0,877.0,19.0,36.0,10.0,11.0
Geroosterde tomaten-pompoensoep,375.0,27.0,0.0,1440.0,9.0,25.0,8.0,5.0
Geroosterde tomatensoep,355.0,8.0,0.0,1587.0,8.0,32.0,19.0,3.0
Geroosterde venkel &amp; wortel met feta,205.0,9.0,0.0,480.0,9.0,13.0,7.0,8.0
Geroosterde wortel en aardappel met kipfilethaasjes,620.0,59.0,0.0,520.0,29.0,27.0,5.0,12.0
Geroosterde wortels met citroen-sesamsaus,145.0,10.0,9.0,0.0,2.0,10.0,2.0,4.0
Geroosterde wortelsalade met linzen en geitenkaasdressing,615.0,44.0,0.0,520.0,21.0,36.0,13.0,16.0
Geroosterde zalm met winterpeen &amp; rode ui,495.0,27.0,0.0,120.0,25.0,29.0,4.0,14.0
Geroosterde zoete wortels,140.0,9.0,0.0,0.0,1.0,11.0,0.0,0.0
Geroosterde-bloemkoolsalade,300.0,20.0,13.0,240.0,6.0,20.0,3.0,9.0
Geroosterde-bloemkoolsalade met tonijn ,460.0,43.0,20.0,240.0,27.0,18.0,4.0,10.0
Geroosterde-groenteplateau,335.0,20.0,0.0,400.0,9.0,23.0,6.0,7.0
Geroosterde-tomatensoep met witte bonen en kaastoast,445.0,36.0,8.0,640.0,24.0,20.0,7.0,11.0
Geschaafde-spruitensalade met hazelnoten,475.0,24.0,0.0,215.0,8.0,37.0,3.0,8.0
Gesmoorde andijvie en lamsworst,710.0,66.0,0.0,0.0,24.0,36.0,0.0,0.0
Gesmoorde rookworst,420.0,19.0,0.0,2530.0,15.0,32.0,18.0,1.0
Gesmoorde spitskool,240.0,20.0,0.0,465.0,12.0,11.0,4.0,6.0
Gestapelde waldorfsalade,340.0,21.0,0.0,0.0,19.0,20.0,0.0,0.0
Gestoofde courgette,115.0,12.0,0.0,100.0,4.0,5.0,1.0,2.0
Gestoofde gehaktballetjes met paksoi,660.0,48.0,0.0,1280.0,23.0,40.0,16.0,7.0
Gestoofde kabeljauw in tomatensaus,565.0,73.0,0.0,1000.0,37.0,12.0,2.0,8.0
Gestoofde kip in appelsap met sperziebonen &amp; aardappel,865.0,88.0,0.0,760.0,44.0,35.0,15.0,11.0
Gestoofde kip in wijn,715.0,56.0,0.0,0.0,39.0,32.0,0.0,0.0
Gestoofde kip met speculaaskruiden,740.0,83.0,26.0,280.0,33.0,27.0,6.0,17.0
Gestoofde kippenpoten met pancetta &amp; pasta,970.0,85.0,0.0,1160.0,55.0,44.0,18.0,7.0
Gestoofde konijnenbout in rode wijn met olijven,695.0,34.0,0.0,812.0,34.0,35.0,6.0,11.0
Gestoofde lamsschenkels met lentegroenten &amp; dragon-gremolata,850.0,48.0,0.0,400.0,48.0,47.0,9.0,11.0
Gestoofde pompoen met puntpaprika en kidneybonen (advertorial),255.0,21.0,12.0,200.0,9.0,13.0,2.0,10.0
Gestoofde prei met bonen en feta,270.0,24.0,0.0,680.0,13.0,11.0,7.0,13.0
Gestoofde prei met garnalen,525.0,65.0,0.0,1047.0,20.0,19.0,9.0,8.0
Gestoofde rodekool met mandarijn en rozijnen,195.0,30.0,24.0,0.0,4.0,5.0,4.0,6.0
Gestoofde salade-ui met romesco en gebakken kabeljauw,400.0,9.0,0.0,400.0,31.0,25.0,8.0,5.0
"Gestoofde sukadelapjes met paprika, pastinaak en witte bonen",575.0,39.0,16.0,120.0,52.0,20.0,6.0,17.0
Gestoofde venkel,120.0,4.0,0.0,520.0,6.0,8.0,3.0,4.0
Gestoofde zuurkool met gehakt en zoete aardappel,670.0,51.0,0.0,960.0,35.0,34.0,17.0,10.0
Gestoomde couscous met groenten in lichte saffraanbouillon van Nadia Zerouali§,530.0,87.0,15.0,320.0,19.0,9.0,2.0,13.0
Gestoomde paksoi met ovengehakt,660.0,73.0,0.0,0.0,22.0,30.0,0.0,0.0
Gestoomde spruiten met ketjap en sesamzaad,95.0,12.0,0.0,535.0,4.0,2.0,0.0,6.0
Gestoomde witte asperges met kruidendressing,205.0,7.0,0.0,280.0,6.0,16.0,3.0,4.0
Geurige kipstoof met bloemkool en babyspinazie,850.0,68.0,0.0,505.0,50.0,40.0,20.0,9.0
Geurige maaltijdsoep met rijst en een eitje,650.0,89.0,0.0,2320.0,39.0,14.0,4.0,6.0
Geurige paella,685.0,66.0,0.0,2270.0,47.0,26.0,6.0,5.0
Gevuld brood met champignonragout,500.0,37.0,0.0,644.0,22.0,28.0,16.0,8.0
Gevuld ei als paaskuiken,250.0,3.0,2.0,320.0,14.0,20.0,4.0,1.0
Gevuld picknickbrood,295.0,26.0,0.0,750.0,17.0,13.0,3.0,2.0
Gevulde artisjokken uit de oven,485.0,24.0,0.0,600.0,15.0,33.0,13.0,2.0
Gevulde aubergine &amp; paprika met bulgur ,620.0,58.0,0.0,725.0,26.0,30.0,10.0,7.0
Gevulde aubergines,400.0,18.0,0.0,730.0,14.0,29.0,8.0,6.0
"Gevulde avocado met eiersalade, zalm &amp; rivierkreeftjes ",400.0,4.0,0.0,640.0,13.0,36.0,5.0,4.0
Gevulde bloemkoolomelet met nasi &amp; snijbonen ,590.0,45.0,8.0,800.0,23.0,33.0,8.0,10.0
Gevulde bolcourgettes,195.0,29.0,0.0,280.0,7.0,5.0,1.0,3.0
Gevulde ciabatta met Coburgerham en mozzarella,600.0,42.0,0.0,1520.0,28.0,35.0,13.0,3.0
Gevulde courgette met tonijn en feta,580.0,48.0,0.0,1140.0,37.0,26.0,8.0,7.0
Gevulde courgette met worst en ui,550.0,25.0,0.0,501.0,24.0,38.0,10.0,5.0
Gevulde courgettes met couscous &amp; amandelen ,560.0,53.0,0.0,160.0,16.0,30.0,4.0,8.0
Gevulde eieren,60.0,1.0,0.0,80.0,3.0,5.0,1.0,0.0
Gevulde eieren avocado &amp; chorizokruim,105.0,1.0,0.0,120.0,5.0,9.0,2.0,1.0
Gevulde eieren met avocado,100.0,1.0,1.0,80.0,4.0,9.0,2.0,1.0
Gevulde eieren met forel,70.0,0.0,0.0,165.0,6.0,5.0,1.0,0.0
Gevulde eieren met truffel,60.0,1.0,0.0,80.0,3.0,5.0,1.0,0.0
Gevulde flatbreads met vegaballetjes en zelfgemaakte fetadip,840.0,59.0,0.0,0.0,37.0,47.0,13.0,1640.0
Gevulde inktvis met halloumi in pittige tomaten-paprikasaus,425.0,13.0,0.0,1320.0,38.0,24.0,12.0,2.0
Gevulde kalkoen met paddenstoelen &amp; pancetta,485.0,5.0,0.0,715.0,50.0,29.0,7.0,1.0
"Gevulde kipfilet met rozijnen, port en walnoten ",660.0,40.0,0.0,1375.0,38.0,38.0,11.0,3.0
Gevulde kipfilet met verse tagliolini en broccoli,650.0,70.0,0.0,520.0,49.0,16.0,5.0,15.0
Gevulde koeken,475.0,53.0,0.0,40.0,8.0,25.0,12.0,3.0
Gevulde komkommer met walnoten-geitenkaasspread,125.0,3.0,2.0,160.0,5.0,10.0,4.0,1.0
Gevulde oliebollen,130.0,18.0,0.0,25.0,3.0,5.0,1.0,1.0
"Gevulde omelet met tomaatjes, geitenkaas en zonnebloempitjes van Dafne Schippers",540.0,9.0,0.0,800.0,27.0,43.0,13.0,5.0
"Gevulde paprika met bonen, pompoen en amandelen ",635.0,80.0,0.0,400.0,28.0,20.0,6.0,11.0
"Gevulde paprika met kikkererwten, amandelen en geitenkaas",675.0,76.0,11.0,160.0,20.0,29.0,6.0,14.0
Gevulde paprika's met bulgur &amp; hazelnoten,575.0,63.0,0.0,615.0,15.0,56.0,10.0,9.0
Gevulde paprika's met gehakt en tuinerwten,415.0,21.0,14.0,80.0,23.0,24.0,6.0,10.0
Gevulde paprika's met rijst,595.0,77.0,0.0,545.0,26.0,19.0,6.0,6.0
Gevulde paprika’s met krokant kipgehakt,610.0,44.0,0.0,840.0,33.0,32.0,11.0,5.0
"Gevulde paprika’s met zilvervliesrijst, rulstukjes, tomaat en witte kaas",735.0,70.0,12.0,480.0,23.0,38.0,7.0,12.0
Gevulde pasta &amp; romige tomatensaus,860.0,86.0,0.0,1000.0,51.0,32.0,11.0,12.0
Gevulde pasta met biefstuk &amp; geroosterde bloemkool,830.0,67.0,0.0,1080.0,53.0,37.0,9.0,9.0
Gevulde pasta met homemade romescosaus &amp; gegrilde biefstuk,820.0,66.0,0.0,880.0,55.0,36.0,7.0,6.0
"Gevulde pasta met spek, Italiaanse roerbakgroente en pesto",720.0,64.0,11.0,1200.0,27.0,38.0,10.0,8.0
Gevulde patrijs,640.0,29.0,0.0,930.0,41.0,39.0,11.0,1.0
Gevulde pizzabroodjes met tomatensalade,790.0,58.0,15.0,1400.0,38.0,43.0,11.0,8.0
Gevulde pompoen met cranberry en pecannoten,355.0,30.0,8.0,400.0,7.0,22.0,3.0,5.0
Gevulde pompoenrollade,225.0,25.0,4.0,0.0,4.0,11.0,2.0,5.0
Gevulde portobello met feta en parelcouscous met venkel,835.0,67.0,0.0,800.0,31.0,47.0,17.0,10.0
"Gevulde portobello met gegrilde paprika, ei &amp; rauwe ham",295.0,7.0,0.0,680.0,14.0,23.0,5.0,3.0
Gevulde portobello met ricotta &amp; risotto,735.0,75.0,0.0,800.0,26.0,35.0,18.0,8.0
Gevulde pruimen met cantuccini en rozijnen,160.0,19.0,0.0,5.0,3.0,8.0,3.0,1.0
Gevulde rollade met pepersaus,595.0,3.0,0.0,1267.0,55.0,40.0,20.0,0.0
Gevulde rosbief met kastanjechampignons,215.0,4.0,0.0,190.0,27.0,10.0,6.0,1.0
Gevulde rosbief met tutti frutti,530.0,26.0,0.0,1855.0,41.0,23.0,7.0,5.0
Gevulde sinaasappelkip,638.0,15.0,0.0,0.0,53.0,41.0,0.0,0.0
Gevulde snackgroenten ,145.0,5.0,0.0,360.0,5.0,11.0,4.0,2.0
Gevulde speculaas met amandelmijter,260.0,29.0,0.0,110.0,4.0,14.0,6.0,1.0
Gevulde tomaten,190.0,6.0,0.0,45.0,2.0,17.0,2.0,4.0
Gevulde tomaten-groentesoep,385.0,33.0,0.0,1315.0,20.0,18.0,6.0,7.0
Gevulde tomatensoep,465.0,54.0,0.0,2341.0,23.0,14.0,5.0,11.0
Gevulde tortilla's met gehakt en tomatensaus,905.0,52.0,0.0,0.0,34.0,60.0,0.0,0.0
Gevulde varkenshaas,305.0,2.0,1.0,560.0,40.0,15.0,8.0,1.0
